"stop_id","stop_code","stop_name","stop_lon","stop_lat"
"9400ZZMAPLL2","mantwjg","Peel Hall (Manchester Metrolink) (Travelling )","-2.25051910","53.37368396"
"9400ZZMASWP1","mantwgp","Sale Water Park (Manchester Metrolink) (Travelling )","-2.29112752","53.42812551"
"9400ZZMASWP2","mantwgt","Sale Water Park (Manchester Metrolink) (Travelling )","-2.29063212","53.42830649"
"9400ZZMARND1","mantwja","Roundthorn (Manchester Metrolink) (Travelling )","-2.28908085","53.39267056"
"9400ZZMARND2","mantwja","Roundthorn (Manchester Metrolink) (Travelling )","-2.28929125","53.39265208"
"9400ZZMARWD1","mantwjg","Robinswood Road (Manchester Metrolink) (Travelling )","-2.26000733","53.37680068"
"9400ZZMARWD2","mantwjg","Robinswood Road (Manchester Metrolink) (Travelling )","-2.25744792","53.37613208"
"9400ZZMAMRD1","mantwgw","Moor Road (Manchester Metrolink) (Travelling )","-2.29509426","53.40331631"
"9400ZZMAMRD2","mantwgw","Moor Road (Manchester Metrolink) (Travelling )","-2.29530545","53.40340568"
"9400ZZMAWYT1","mantwjd","Wythenshawe Town Centre (Manchester Metrolink) (Travelling )","-2.26370993","53.38001047"
"9400ZZMAWYT2","mantwjd","Wythenshawe Town Centre (Manchester Metrolink) (Travelling )","-2.26381521","53.38001923"
"9400ZZMAAIR1","mantwjm","Manchester Airport (Manchester Metrolink) (Travelling )","-2.27247060","53.36535730"
"9400ZZMAWPK1","mantwgt","Wythenshawe Park (Manchester Metrolink) (Travelling )","-2.29560543","53.40762058"
"9400ZZMAWPK2","mantwgt","Wythenshawe Park (Manchester Metrolink) (Travelling )","-2.29565112","53.40770136"
"9400ZZMABAG1","mantwgw","Baguley (Manchester Metrolink) (Travelling )","-2.29255239","53.39675191"
"9400ZZMABAG2","mantwgw","Baguley (Manchester Metrolink) (Travelling )","-2.29279350","53.39682323"
"9400ZZMABAR1","mantwgp","Barlow Moor Road (Manchester Metrolink) (Travelling )","-2.26934986","53.43276980"
"9400ZZMABAR2","mantwgp","Barlow Moor Road (Manchester Metrolink) (Travelling )","-2.26939546","53.43284160"
"9400ZZMACSS1","mantwjd","Crossacres (Manchester Metrolink) (Travelling )","-2.25621326","53.38328968"
"9400ZZMACSS2","mantwjd","Crossacres (Manchester Metrolink) (Travelling )","-2.25631882","53.38334338"
"9400ZZMASDW1","mantwjm","Shadowmoss (Manchester Metrolink) (Travelling )","-2.25240676","53.36755872"
"9400ZZMASDW2","mantwjm","Shadowmoss (Manchester Metrolink) (Travelling )","-2.25264732","53.36757619"
"9400ZZMAVIC3","mantpja","Victoria (Manchester Metrolink) (Travelling )","-2.24175723","53.48777551"
"9400ZZMASHU1","mantpgw","Shudehill (Manchester Metrolink) (Travelling )","-2.23918094","53.48524596"
"9400ZZMASHU2","mantpja","Shudehill (Manchester Metrolink) (Travelling )","-2.23907576","53.48530010"
"1800SB18791","MANTWTD","Oxford House (Travelling South East) nr","-2.23865421","53.47196207"
"1800SB18801","MANTWTD","Aquatics Ctr (Travelling South East) nr","-2.23680510","53.46996132"
"1800SB18781","MANTWTD","Oxford Rd Stn (Travelling South East) adj","-2.24057994","53.47416038"
"1800WK00311","MANWAGD","The Anvil (Travelling South West) Stop C","-2.63433682","53.54612765"
"1800BNIN0B1","MANWADT","Bolton Interchange (Travelling ) Stand B","-2.42783287","53.57561018"
"1800BNIN0C1","MANWADT","Bolton Interchange (Travelling ) Stand C","-2.42751464","53.57550345"
"9400ZZMABOB1","mantpjw","Besses o'th'barn (Manchester Metrolink) (Travelling )","-2.28616000","53.54205727"
"9400ZZMABOB2","mantpjw","Besses o'th'barn (Manchester Metrolink) (Travelling )","-2.28608455","53.54205745"
"9400ZZMABOW1","mantpma","Bowker Vale (Manchester Metrolink) (Travelling )","-2.24991768","53.52483595"
"9400ZZMACRU1","mantpma","Crumpsall (Manchester Metrolink) (Travelling )","-2.24114098","53.51725879"
"9400ZZMAPWC1","mantpjw","Prestwich (Manchester Metrolink) (Travelling )","-2.28198188","53.53325859"
"9400ZZMAABM1","mantpma","Abraham Moss (Manchester Metrolink) (Travelling )","-2.23550807","53.51045682"
"9400ZZMAABM2","mantpmd","Abraham Moss (Manchester Metrolink) (Travelling )","-2.23611371","53.51090505"
"9400ZZMAHEA1","mantpjw","Heaton Park (Manchester Metrolink) (Travelling )","-2.26699737","53.53036281"
"9400ZZMAHEA2","mantpjw","Heaton Park (Manchester Metrolink) (Travelling )","-2.26692273","53.53048881"
"9400ZZMAWFD1","mantpjt","Whitefield (Manchester Metrolink) (Travelling )","-2.29535318","53.55119405"
"9400ZZMAWFD2","mantpjw","Whitefield (Manchester Metrolink) (Travelling )","-2.29527828","53.55127513"
"9400ZZMABUR1","mantpjt","Bury (Manchester Metrolink) (Travelling )","-2.29726133","53.59082787"
"9400ZZMABUR2","mantpjt","Bury (Manchester Metrolink) (Travelling )","-2.29711026","53.59082824"
"9400ZZMAVIC2","mantpja","Victoria (Manchester Metrolink) (Travelling )","-2.24180264","53.48781138"
"9400ZZMAPWC2","mantpjw","Prestwich (Manchester Metrolink) (Travelling )","-2.28183161","53.53334883"
"9400ZZMAQRD1","mantwga","Queens Road (Manchester Metrolink) (Travelling )","-2.22673067","53.50171010"
"9400ZZMAQRD2","mantwga","Queens Road (Manchester Metrolink) (Travelling )","-2.22656436","53.50162053"
"9400ZZMARAD1","mantpjt","Radcliffe (Manchester Metrolink) (Travelling )","-2.32112672","53.56236302"
"9400ZZMARAD2","mantpjt","Radcliffe (Manchester Metrolink) (Travelling )","-2.32094583","53.56239946"
"9400ZZMACRU2","mantpma","Crumpsall (Manchester Metrolink) (Travelling )","-2.24094508","53.51728615"
"9400ZZMABOW2","mantpma","Bowker Vale (Manchester Metrolink) (Travelling )","-2.24985777","53.52490798"
"1800SBH4991","","Kingswood Rd (Ebd) (Travelling East)","-2.21284384","53.43814225"
"1800SBH4971","","Ladybarn Ln (Sbd) (Travelling South)","-2.21354885","53.43764662"
"1800SBH5011","","Wald Ave (Nbd) (Travelling North)","-2.20836544","53.43659514"
"1800SBH5001","","Kingswood Rd (Wbd) (Travelling West)","-2.20843301","53.43809611"
"2800S46176A","mergpgd","Broad Lane (Travelling North West) Adjacent","-2.92539559","53.44143359"
"2800S46176B","mergpgd","Porchester Road (Travelling South) Adjacent","-2.92494187","53.44133823"
"0690WNA02946","wrgmpgm","Centre Park Square (Travelling West) W-bound","-2.59703169","53.38314072"
"1800BNIN0R1","MANWAGA","Bolton Interchange (Travelling ) Stand R","-2.42739773","53.57589037"
"3100Y938639","nldgtmd","Priestpopple (Travelling West) westbound","-2.09944155","54.97008551"
"2800S28075B","","Appleby Grove (Travelling North) Adjacent","-2.98351874","53.31863819"
"2800S27068F","","Crossways (Travelling North West) Opposite","-2.98048262","53.34531568"
"2500LAA16696","","Clydesdale Place (Travelling West) by","-2.72195162","53.70062714"
"2500LAA16697","","Clydesdale Place (Travelling East) opp","-2.72116390","53.70062290"
"2500LAA16706","lanpata","Marathon Place (Travelling South) by","-2.72647381","53.70111212"
"2500LAA16705","lanpapw","Marathon Place (Travelling North) opp","-2.72687488","53.70153214"
"2500DCL461","landmag","Oakbank Drive (Travelling West) by","-2.38795576","53.75263435"
"068000000903","halagtd","Castlefields (Travelling West)","-2.68746838","53.33782686"
"068000000904","halagtd","Castlefields (Travelling East)","-2.68760599","53.33797888"
"1800BNIN0J1","MANWADW","Bolton Interchange (Travelling ) Stand J","-2.42719833","53.57558548"
"090079144596","","Rusland Pool (Travelling East) o/s","-3.03318254","54.24957108"
"090079145032","","Rusland Pool (Travelling West) opp","-3.03898096","54.24822699"
"3100Z006338","nldwapj","Close House Lodge Gates (Travelling West)","-1.81332032","54.99337458"
"1800WK00251","MANWAGD","Market Hall (Travelling South West) Stop H","-2.63320122","53.54891111"
"1800BNIN0L1","MANWADW","Bolton Interchange (Travelling ) Stand L","-2.42725964","53.57567514"
"1800WK00301","MANWAGD","Richmond St (Travelling North East) Stop B","-2.63584696","53.54719824"
"1800WK00261","MANWAGD","Market Hall (Travelling South West) Stop J","-2.63287216","53.54911060"
"1800BNIN0E1","MANWADT","Bolton Interchange (Travelling ) Stand E","-2.42695408","53.57532569"
"2590B0661","blpagtp","Central Library (Travelling South) by","-3.05332479","53.82046813"
"090002225056","","The Grove (Travelling East) at","-3.38616607","54.66459056"
"090002225055","","The Grove (Travelling West) opp","-3.38614812","54.66451886"
"090010021489","cumajwg","Oxford Street (Travelling North) in","-3.22452104","54.12183869"
"1800BNIN0K1","MANWADW","Bolton Interchange (Travelling ) Stand K","-2.42722898","53.57563031"
"9400ZZMABKS1","mantpmg","Brooklands (Manchester Metrolink) (Travelling )","-2.32579422","53.41725863"
"9400ZZMABKS2","mantpmg","Brooklands (Manchester Metrolink) (Travelling )","-2.32610929","53.41714091"
"9400ZZMANAV1","mantpmj","Navigation Road (Manchester Metrolink) (Travelling )","-2.34331607","53.39589755"
"9400ZZMAOLD1","mantpmd","Old Trafford (Manchester Metrolink) (Travelling )","-2.28496548","53.45634638"
"9400ZZMASFD1","mantpmd","Stretford (Manchester Metrolink) (Travelling )","-2.30361148","53.44608946"
"9400ZZMASFD2","mantpmd","Stretford (Manchester Metrolink) (Travelling )","-2.30380753","53.44613390"
"9400ZZMATIM1","mantpmj","Timperley (Manchester Metrolink) (Travelling )","-2.33834418","53.40420823"
"9400ZZMAALT1","mantpmj","Altrincham (Manchester Metrolink) (Travelling )","-2.34741275","53.38743639"
"9400ZZMATIM2","mantpmg","Timperley (Manchester Metrolink) (Travelling )","-2.33849502","53.40426174"
"9400ZZMADNE1","mantpmg","Dane Road (Manchester Metrolink) (Travelling )","-2.31153526","53.43022225"
"9400ZZMADNE2","mantpmg","Dane Road (Manchester Metrolink) (Travelling )","-2.31136938","53.43017774"
"9400ZZMAOLD2","mantpmd","Old Trafford (Manchester Metrolink) (Travelling )","-2.28466375","53.45626620"
"9400ZZMASLE1","mantpmg","Sale (Manchester Metrolink) (Travelling )","-2.31908993","53.42410805"
"9400ZZMASLE2","mantpmg","Sale (Manchester Metrolink) (Travelling )","-2.31925586","53.42416154"
"0610CH19167","chwadpt","Chester Bus Interchange (Travelling ) Stand L","-2.88890290","53.19445964"
"1800BNIN0S1","MANWAGA","Bolton Interchange (Travelling ) Stand S","-2.42741338","53.57594424"
"2500IMG733","langjwt","The Green (Travelling South West) by","-3.00998101","53.91430108"
"2500LAA16643","lanpapt","BAE South Entrance (Travelling East) by","-2.56348593","53.76990465"
"2500LAA16642","lanpapt","BAE South Entrance (Travelling West) opp","-2.56571195","53.76958856"
"2500LAA16638","lanpapm","Ringtail Park (Travelling East) by","-2.86536065","53.58740148"
"1800BNIN0V1","MANWAGA","Bolton Interchange (Travelling ) Stand V","-2.42750535","53.57607874"
"1800BNIN0Q1","MANWAGA","Bolton Interchange (Travelling ) Stand Q","-2.42736717","53.57585453"
"69002057","7272057","Newsagents (Travelling South West) At","-2.84104576","55.54750366"
"69002056","7272056","Market Place (Travelling North East) At","-2.84150167","55.54732981"
"2800S15009D","mergpgj","Millbrook Lane (Travelling West) Adjacent","-2.77071736","53.46030270"
"1800BNIN0H1","MANWADW","Bolton Interchange (Travelling ) Stand H","-2.42718295","53.57555857"
"1800SG18821","MANTWTG","Piccadilly (Travelling South West) nr","-2.15732336","53.40853927"
"2590B0658","blpagtp","Central Library (Travelling East) by","-3.05294353","53.82040856"
"090050045086","","Old Prospect Works (Travelling North) at","-3.54031564","54.59370207"
"0600MA19189","cheagdw","Radbroke Hall (Travelling North West) opp","-2.34821645","53.26850439"
"9400ZZBPTHG1","lanjtpg","Thornton Gate (Blackpool Tramway) (Travelling )","-3.03950987","53.88337211"
"9400ZZBPTHG2","lanjtmw","Thornton Gate (Blackpool Tramway) (Travelling )","-3.03960113","53.88337132"
"9400ZZBPHRW1","blpamjm","Harrow Place (Blackpool Tramway) (Travelling )","-3.05800300","53.78245990"
"9400ZZBPHRW2","blpamgp","Harrow Place (Blackpool Tramway) (Travelling )","-3.05809405","53.78245910"
"9400ZZBPLDL2","lanjtpm","Lindel Road (Blackpool Tramway) (Travelling )","-3.02368174","53.91361878"
"9400ZZBPLWR1","blpamgj","Lowther Avenue (Blackpool Tramway) (Travelling )","-3.05430529","53.84196868"
"9400ZZBPLWR2","blpamjd","Lowther Avenue (Blackpool Tramway) (Travelling )","-3.05439669","53.84197686"
"9400ZZBPMCS1","blpamgm","Manchester Square (Blackpool Tramway) (Travelling )","-3.05550649","53.80815283"
"9400ZZBPMCS2","blpamjg","Manchester Square (Blackpool Tramway) (Travelling )","-3.05559736","53.80814304"
"9400ZZBPMDN1","blpamgt","Sandhurst Avenue (Blackpool Tramway) (Travelling )","-3.05169410","53.85360453"
"9400ZZBPMDN2","blpmdwp","Sandhurst Avenue (Blackpool Tramway) (Travelling )","-3.05180072","53.85361259"
"9400ZZBPGNS1","blpamgd","Gynn Square (Blackpool Tramway) (Travelling )","-3.05499481","53.83372928"
"9400ZZBPGNS2","blpamgw","Gynn Square (Blackpool Tramway) (Travelling )","-3.05510116","53.83372834"
"9400ZZBPHFD1","lanjtmw","Heathfield Road (Blackpool Tramway) (Travelling )","-3.02729336","53.91003758"
"9400ZZBPSLY2","lanjtpm","Stanley Road (Blackpool Tramway) (Travelling )","-3.02063284","53.91657490"
"9400ZZBPSRG1","","Starr Gate (Blackpool Tramway) (Travelling )","-3.05600727","53.77792935"
"9400ZZBPSRG2","blpamgp","Starr Gate (Blackpool Tramway) (Travelling )","-3.05606683","53.77788388"
"9400ZZBPCLY1","lanjtmw","Cleveleys (Blackpool Tramway) (Travelling )","-3.03970153","53.87760896"
"9400ZZBPCLY2","lanjtpg","Cleveleys (Blackpool Tramway) (Travelling )","-3.03986904","53.87761650"
"9400ZZBPLBH1","blpamgd","Little Bispham (Blackpool Tramway) (Travelling )","-3.04730769","53.86606476"
"9400ZZBPLBH2","blpamja","Little Bispham (Blackpool Tramway) (Travelling )","-3.04769737","53.86583665"
"9400ZZBPHFD2","lanjtpg","Heathfield Road (Blackpool Tramway) (Travelling )","-3.02738534","53.91006376"
"9400ZZBPWST1","lanjtpj","West Drive (Blackpool Tramway) (Travelling )","-3.03897846","53.88034766"
"9400ZZBPWST2","lanjtpa","West Drive (Blackpool Tramway) (Travelling )","-3.03906971","53.88034687"
"9400ZZBPWTL1","blpamgm","Waterloo Road (Blackpool Tramway) (Travelling )","-3.05583945","53.79904464"
"9400ZZBPWTL2","blpamjg","Waterloo Road (Blackpool Tramway) (Travelling )","-3.05593053","53.79904384"
"9400ZZBPWTP1","blpamgd","Wilton Parade (Blackpool Tramway) (Travelling )","-3.05560501","53.82778260"
"9400ZZBPWTP2","blpamja","Wilton Parade (Blackpool Tramway) (Travelling )","-3.05568096","53.82778193"
"9400ZZBPSTC1","blpamgm","St Chad's (Blackpool Tramway) (Travelling )","-3.05554461","53.80241790"
"9400ZZBPSTC2","blpamjg","St Chad's (Blackpool Tramway) (Travelling )","-3.05563592","53.80242608"
"9400ZZBPCVD1","blpamgd","Cavendish Road (Blackpool Tramway) (Travelling )","-3.05355336","53.84652339"
"9400ZZBPVTA2","lanjtpj","Victoria Street (Blackpool Tramway) (Travelling )","-3.00868406","53.92491806"
"9400ZZBPRSQ1","lanjtpa","Rossall Square (Blackpool Tramway) (Travelling )","-3.03668016","53.90058214"
"9400ZZBPRSQ2","lanjtpj","Rossall Square (Blackpool Tramway) (Travelling )","-3.03674192","53.90061756"
"9400ZZBPSHP1","blpamgp","South Pier (Blackpool Tramway) (Travelling )","-3.05633630","53.79585837"
"9400ZZBPSHP2","blpamjg","South Pier (Blackpool Tramway) (Travelling )","-3.05642737","53.79585757"
"9400ZZBPSLY1","lanjtpd","Stanley Road (Blackpool Tramway) (Travelling )","-3.02054085","53.91654871"
"9400ZZBPCVD2","blpamja","Cavendish Road (Blackpool Tramway) (Travelling )","-3.05364590","53.84657650"
"9400ZZBPTOW1","blpamga","Tower (Blackpool Tramway) (Travelling )","-3.05582050","53.81460374"
"9400ZZBPTOW2","blpamgw","Tower (Blackpool Tramway) (Travelling )","-3.05591161","53.81460293"
"9400ZZBPVTA1","lanjtpa","Victoria Street (Blackpool Tramway) (Travelling )","-3.00857748","53.92491896"
"9400ZZBPAHM1","blpamdw","Anchorsholme (Blackpool Tramway) (Travelling )","-3.04268009","53.87138120"
"9400ZZBPAHM2","blpamgp","Anchorsholme (Blackpool Tramway) (Travelling )","-3.04277133","53.87138040"
"9400ZZBPNPR1","blpamga","North Pier (Blackpool Tramway) (Travelling )","-3.05611152","53.81772014"
"9400ZZBPNPR2","blpamgw","North Pier (Blackpool Tramway) (Travelling )","-3.05570428","53.81964724"
"9400ZZBPPLB1","blpamgm","Pleasure Beach (Blackpool Tramway) (Travelling )","-3.05724510","53.79336057"
"9400ZZBPPLB2","blpamjg","Pleasure Beach (Blackpool Tramway) (Travelling )","-3.05670593","53.79365295"
"9400ZZBPPLT1","blpamga","Pleasant Street (Blackpool Tramway) (Travelling )","-3.05549798","53.82533870"
"9400ZZBPPLT2","blpamgw","Pleasant Street (Blackpool Tramway) (Travelling )","-3.05558911","53.82533790"
"9400ZZBPPRT1","lanjtpd","London Street (Blackpool Tramway) (Travelling )","-3.01132377","53.92261285"
"9400ZZBPPRT2","lanjtpm","London Street (Blackpool Tramway) (Travelling )","-3.01138597","53.92266626"
"9400ZZBPRSB1","lanjtpa","Rossall Beach (Blackpool Tramway) (Travelling )","-3.04032943","53.88758051"
"9400ZZBPRSB2","lanjtpj","Rossall Beach (Blackpool Tramway) (Travelling )","-3.04043613","53.88758857"
"9400ZZBPRSC1","lanjtpa","Rossall School (Blackpool Tramway) (Travelling )","-3.03943281","53.89681923"
"9400ZZBPRSC2","lanjtpj","Rossall School (Blackpool Tramway) (Travelling )","-3.03953932","53.89681830"
"9400ZZBPLDL1","lanjtpd","Lindel Road (Blackpool Tramway) (Travelling )","-3.02358976","53.91359260"
"9400ZZBPCLH1","blpamja","Cliffs Hotel (Blackpool Tramway) (Travelling )","-3.05486808","53.83594153"
"9400ZZBPCLH2","blpamgj","Cliffs Hotel (Blackpool Tramway) (Travelling )","-3.05497465","53.83594958"
"9400ZZBPCLP1","blpamjd","Central Pier (Blackpool Tramway) (Travelling )","-3.05552429","53.81188286"
"9400ZZBPCLP2","blpamgm","Central Pier (Blackpool Tramway) (Travelling )","-3.05561539","53.81188206"
"9400ZZBPFMW1","lanjtpd","Fisherman's Walk (Blackpool Tramway) (Travelling )","-3.01734322","53.91966780"
"9400ZZBPFMW2","lanjtpm","Fisherman's Walk (Blackpool Tramway) (Travelling )","-3.01741999","53.91969411"
"9400ZZBPBSH1","blpamga","Bispham (Blackpool Tramway) (Travelling )","-3.05349634","53.84909455"
"9400ZZBPBSH2","blpamgt","Bispham (Blackpool Tramway) (Travelling )","-3.05344909","53.84963427"
"9400ZZBPBUT1","blpamgm","Burlington Road West (Blackpool Tramway) (Travelling )","-3.05831721","53.78710415"
"9400ZZBPBUT2","blpamjg","Burlington Road West (Blackpool Tramway) (Travelling )","-3.05829410","53.78739198"
"9400ZZBPBWR1","lanjtmw","Broadwater (Blackpool Tramway) (Travelling )","-3.03198792","53.90410103"
"9400ZZBPBWR2","lanjtpg","Broadwater (Blackpool Tramway) (Travelling )","-3.03245081","53.90373752"
"9400ZZBPCBN1","blpamja","Cabin (Blackpool Tramway) (Travelling )","-3.05475517","53.83809973"
"9400ZZBPCBN2","blpamgj","Cabin (Blackpool Tramway) (Travelling )","-3.05484656","53.83810791"
"9400ZZBPFWF2","lanjtpa","Fleetwood Ferry (Blackpool Tramway) (Travelling )","-3.00801735","53.92758416"
"9400ZZBPNBK1","blpamgt","Norbreck (Blackpool Tramway) (Travelling )","-3.05007694","53.85762749"
"9400ZZBPNBK2","blpamdw","Norbreck (Blackpool Tramway) (Travelling )","-3.05022940","53.85764413"
"1800WK00381","MANWAGM","Pepperwood Dr (Travelling South East) nr","-2.66543391","53.51874132"
"1800WK00391","MANWAGM","Cherrybrook Dr (Travelling West) opp","-2.66799903","53.51594055"
"1800WK00401","MANWAGM","Burley Crescent (Travelling North) nr","-2.67358385","53.51719457"
"2590B1131","blpampt","Pleasure Beach (Travelling South) by","-3.05746516","53.79124634"
"2590B1024","blpajgm","Imperial Hotel (Travelling East) opp","-3.05552120","53.82686652"
"2590B1122","blpajmg","Promenade (Travelling South) Stop 7","-3.05545225","53.81928993"
"2590B2025","blpampt","Abercorn Place (Travelling South) adj","-3.05536253","53.78065852"
"0610EP19067","chwadpm","Gayton Parkway (Travelling South West) o/s","-3.07482057","53.31564800"
"1800NE10461","MANTWTD","Cedar Rd (Travelling North East) nr","-2.17469101","53.54608334"
"1800NE10471","MANTWTD","Monmouth St (Travelling West) opp","-2.17714036","53.54716732"
"2800S42050B","mergmgt","Ranelagh Street (Travelling North) Stop GA","-2.97980868","53.40563722"
"0610CH19164","chwadpm","Ellesmere Avenue (Travelling South) cnr","-2.88616120","53.20739749"
"2500LAA16700","lanpapw","Tollgate Crescent (Travelling North) opp","-2.86283199","53.59156348"
"2500LAA16701","lanpapw","Tollgate Crescent (Travelling South) by","-2.86269228","53.59212178"
"2500LAA16707","lanpata","Ringtail Park (Travelling North West) opp","-2.86559956","53.58726492"
"2800S53023A","mergpgj","Harvester Way (Travelling South) Opposite","-2.95714745","53.49034319"
"0600MA19182","cheagdm","All Hallows Catholic College (Travelling South) opp","-2.13960039","53.25625738"
"0600MA19183","cheagdm","All Hallows Catholic College (Travelling North) o/s","-2.13982520","53.25624812"
"2580DAW0165","blamadw","Knott Street (Travelling West) by","-2.46738334","53.69713656"
"090079405064","","Lunefield Drive (Travelling North) opp","-2.59585811","54.19996817"
"090079405090","","Lunefield Drive (Travelling South) at","-2.59547129","54.19971843"
"1800EH00081","MANWAGT","Ashton Leisure Park (Travelling West) o/s","-2.11285647","53.48771533"
"1800WK00371","MANWAGM","Cadogan Drive (Travelling North West) nr","-2.66672100","53.51906672"
"1800WK00481","MANWAGM","Bassett Grove (Travelling South) nr","-2.67367932","53.51750863"
"1800BNIN0M1","MANWADW","Bolton Interchange (Travelling ) Stand M","-2.42729021","53.57571099"
"1800WA00011","MANWAGM","Market Hall (Travelling North) o/s","-2.43208310","53.57625104"
"090033375083","","Eden Gate (Travelling North) opp","-2.92014335","54.91940993"
"090033375085","","Eden Gate (Travelling South) at","-2.92000317","54.91941998"
"090033375082","","Fair Oaks (Travelling North) opp","-2.91817566","54.91590204"
"1800EB00011","MANWAGJ","Piccadilly Rail Station (Travelling South) at","-2.23245430","53.47874262"
"1800SBH4961","","Airport City (Travelling North West) opp","-2.29304798","53.35727266"
"1800SBH4951","","Airport City (Travelling South East) nr","-2.29341036","53.35753244"
"0610EP1049","CHWAPWP","Stanney Grange Shops (Travelling West) opp","-2.88662787","53.26695585"
"250012847","lanajpj","The Ferns (Travelling South) opp","-2.96451140","53.91457614"
"2500LAA16636","","Back Lane (Travelling North East) opp","-2.95032853","53.89609273"
"2500LAA16637","","Moss Side Lane (Travelling North) opp","-2.94947125","53.89855329"
"2500LAA16703","","Acrefield (Travelling South) opp","-2.63177508","53.71132951"
"2500LAA16702","","Carr Barn Brow (Travelling South) opp","-2.63110819","53.71535976"
"0610CH19175","chwadpw","Walpole Street (Travelling North West) opp","-2.89842800","53.19686020"
"0610CH19049","CHWTJMJ","Chester Bus Interchange (Travelling ) Stand G","-2.88906493","53.19433258"
"3800C594101","","Mow Cop Road (Travelling South) Adj","-2.21944242","53.10574358"
"1800WAH4951","","Bridge St (Travelling South East)","-2.39054655","53.55112763"
"1800WAH4961","","Bridge St (Travelling North West)","-2.38974307","53.55074375"
"090079022738","cumdgmt","Lakeland Leisure Park (Travelling South) o/s","-2.96640781","54.15713781"
"1800WK00361","MANWAGM","Bowling Green (Travelling East) o/s","-2.64436118","53.55231205"
"2800S43119C","mergpgd","Acresgate Court (Travelling North West) Opposite","-2.87256629","53.38992076"
"090010025053","","Leece Lane (Travelling North) at","-3.18350654","54.11619111"
"2500LAA16699","","Business Village (Travelling East) by","-2.39640259","53.83947593"
"0600CO19186","cheagaw","Aldi (Travelling North) o/s","-2.34601044","53.20142700"
"0600CO19187","cheagaw","Aldi (Travelling South) opp","-2.34588830","53.20113072"
"1800SB18771","MANTWTD","Market St (Travelling West) Stop CZ","-2.24466934","53.48314053"
"0600CR19298","cheagja","Marlowe Drive (Travelling North) nr","-2.51493983","53.05938238"
"0600CR19294","cheagdm","Newbold Way (Travelling West) by","-2.52144868","53.05841915"
"0600CR19299","cheagja","Rookery Drive (Travelling West) nr","-2.51696795","53.06053319"
"0600CR19300","cheagja","Oak Grove (Travelling North) nr","-2.51957687","53.05662052"
"2500LAA16691","lanpapw","Hollin Hall Drive (Travelling East) by","-2.58561216","53.83021653"
"2800S13014C","mergpgd","O'Connell Close (Travelling East) Adjacent","-2.67642797","53.46661763"
"0600CO19199","cheagdw","Rostherne Way (Travelling North) opp","-2.38264600","53.14803738"
"0600CO19201","cheagja","New Inn Lane (Travelling West) opp","-2.32881238","53.12551905"
"0600CO19200","cheagdw","New Inn Lane (Travelling East) nr","-2.32885804","53.12562679"
"0600CO19090","cheadgm","Birchfield Avenue (Travelling North West) cnr","-2.29007144","53.11345768"
"0600COIM1877","cheagdw","Dane Close (Travelling South) opp","-2.38585653","53.14924952"
"0600CO19197","cheagdw","Heath Road (Travelling North East) NE-bound","-2.34529344","53.14389982"
"0600CO19195","cheagdt","Peartree Close (Travelling South) nr","-2.34169940","53.14314613"
"0600CO19196","cheagdt","Manor Park (Travelling West) W-bound","-2.34840107","53.14180532"
"0600CO19198","cheagdw","Roman Way (Travelling South West) opp","-2.38548214","53.14751585"
"1800EDH3121","","Sunfield Lane (s-bnd) (Travelling South West) Buckton Close","-1.99757611","53.56816975"
"2500LAA16679","","Stone Hill Farm (Travelling North) by","-2.37130600","53.90908664"
"2800S27094B","","Fulbrook Close (Travelling ) S-bound","-3.01084132","53.33964192"
"2800S27091B","","Venables Drive (Travelling ) W-bound","-3.00148452","53.33772527"
"2800S27105B","","Latham Way (Travelling ) N-bound","-2.99742646","53.33695025"
"2800S27093B","","Langley Road (Travelling ) E-bound","-3.00721633","53.33495333"
"2800S27110B","","Woodkind Hey (Travelling ) E-bound","-3.00463932","53.33520878"
"2800S27092B","","Goosetray Close (Travelling ) E-bound","-2.99746193","53.33396560"
"2800S27104B","","Harborne Drive (Travelling ) E-bound","-3.00957585","53.33629972"
"2800S27114B","","Inley Road (Travelling ) W-bound","-3.00732139","53.33941101"
"2590B2026","blpampt","Abercorn Place (Travelling North) by","-3.05543005","53.78032536"
"1800EDH4201","","Thornham Ln (EBnd) (Travelling North West)","-2.13557246","53.58335478"
"2500LAA16667","","Kingsmill Avenue (Travelling South) opp","-2.41923145","53.83674684"
"2500LAA16695","lanpapw","Dilworth Lane (Travelling West) opp","-2.58999095","53.82935019"
"0600CR19297","cheagja","Vauxhall Road (Travelling South) nr","-2.52198643","53.07450740"
"2500LAA16698","lanpapw","Village Hall (Travelling South) opp","-2.27057214","53.85824215"
"450029849","4502984","Lindley Moor Rd Weatherhill Road (Travelling South West) adj","-1.83438034","53.66924505"
"1800SJH4991","","Wood Ln - NW bnd (Travelling North West)","-2.32398440","53.38899443"
"3200YNA96880","3209688","Parkmore Camp Site (Travelling South West) opp","-2.50161508","54.14170921"
"3200YNA96879","3209687","Caravan Park (Travelling North East) adj","-2.50195345","54.14184262"
"0610CH19172","chwadpw","Aldi Hartford way (Travelling South West) opp","-2.91174850","53.19394537"
"0610CH19171","chwadpw","ASDA Greyhound Park (Travelling South) nr","-2.91732936","53.19874769"
"0610CH595","CHWMWDP","Blacon Hall Road (Travelling North) N-bound","-2.91532095","53.20635900"
